gene	normal_pdcs	malignant_pdcs	logFC	pval
NDUFB4	1.08957865617306	1.62810834898313	0.538529692810068	5.51249193475472e-18
TMSB10	3.71161348373051	4.24981641431862	0.538202930588108	2.22254967481733e-23
CD7	0.182361572421939	0.718120051200884	0.535758478778945	1.64601515465557e-20
AIF1	0.738362066178148	1.27404985859799	0.535687792419843	4.27817667067679e-13
CADM1	0.0223041909795148	0.550217667088295	0.52791347610878	4.14451466008379e-39
TMSB4X	3.93516689569967	4.46272353297315	0.527556637273476	9.18464766420282e-24
PDE7A	0.358170935781257	0.885362582139183	0.527191646357926	1.28814672064834e-20
PALM2AKAP2	0.400964819156754	0.924967075434136	0.524002256277381	2.09328555200163e-17
SIT1	0.137515871476983	0.660148878397429	0.522633006920446	2.5415883746214e-29
REXO2	0.413779541353633	0.932932375351364	0.519152833997731	2.13606150242188e-18
DBI	1.54610431814669	2.06487661315325	0.518772295006563	1.39321605377136e-12
LHFPL2	0.577811556678185	1.09643680524974	0.518625248571556	1.17355127925539e-16
SUMO2	1.66095009977473	2.17559747500767	0.51464737523294	2.80376011510724e-18
FABP5	0.964724372823681	1.4789489803375	0.51422460751382	6.00979891965947e-12
SCPEP1	0.316571648330047	0.830736725823702	0.514165077493654	6.10806867631628e-21
SAP18	1.29018350043907	1.8015450288888	0.511361528449737	2.35668709922061e-16
RABAC1	0.972009812810072	1.48312958073392	0.511119767923844	4.86660952180728e-15
STXBP2	0.260326925279806	0.770815156369374	0.510488231089568	6.04930744452941e-19
NCAM1	0.0947323643186227	0.604090429695391	0.509358065376768	1.73520123618979e-28
ATP5MC2	1.68518272579515	2.19104577422953	0.505863048434382	1.0639625739266e-12
GLRX3	0.324817735298419	0.82898447774087	0.504166742442452	6.4761278329864e-22
HMGN1	2.03741982560606	2.53945035719917	0.502030531593106	2.06605909445925e-25
TUBB	1.21183254694992	1.71027337348674	0.498440826536816	3.54608567002164e-11
MS4A6A	0.984808153577083	1.48218562718587	0.49737747360879	6.1150207357598e-08
PTEN	0.997788181317992	1.49245010142161	0.494661920103622	8.75003815508833e-15
UQCRH	1.34132549573182	1.83229936859848	0.490973872866661	1.16787458478598e-15
CLIC1	1.4604797768265	1.94786513508719	0.487385358260688	5.13468841216658e-14
ATP5IF1	1.21360026244824	1.70088973147634	0.487289469028095	7.79292508490734e-16
COX20	0.465350921610686	0.952326599269489	0.486975677658803	3.36053882369153e-17
NDUFS6	0.980847772380283	1.46750417862151	0.486656406241225	6.73640571136126e-15
RAN	1.27264736835844	1.75893549151951	0.486288123161076	1.79182629515663e-14
CSMD1	0.0148709150063499	0.498501199365967	0.483630284359617	4.7365117636534e-33
LIMD2	0.57331937862734	1.05608882950318	0.482769450875837	6.36076993674897e-15
UQCR10	1.26855119887642	1.74776971412456	0.479218515248136	2.02058440059451e-12
COX6C	1.68196891384494	2.16011616867887	0.478147254833928	8.85028337710752e-18
UBE2I	0.897733940364848	1.37140426369011	0.47367032332526	9.16909622846225e-15
CDKN2A	0.00906835190238583	0.482662533724024	0.473594181821638	1.37080608179953e-38
PPIB	2.15905770987006	2.63066650655219	0.471608796682132	5.95778280091201e-05
DNTT	0.0917334029261067	0.562763052965516	0.47102965003941	2.05343725721674e-15
SRP9	1.02941228661722	1.49751986353546	0.468107576918245	9.38044721209926e-15
NCBP2	0.519577441028573	0.985743248922701	0.466165807894128	1.08110483581379e-15
SSBP2	0.183348879936571	0.648223714831963	0.464874834895392	7.69050158516646e-18
NR3C1	1.05924606766582	1.52329529401408	0.464049226348258	7.8582247056731e-12
DDOST	1.11873950047198	1.5817260234378	0.462986522965822	1.02309084733797e-13
ADAMTS18	0.00587391297961193	0.468039910468453	0.462165997488841	1.54929297772831e-34
IL2RG	0.480304635828818	0.939476718046076	0.459172082217258	1.0341730878064e-14
GPR160	0.138013745408072	0.595966665396377	0.457952919988305	2.05656620189528e-24
TRAPPC1	0.990601617078714	1.44832289360349	0.457721276524772	7.76984384260294e-14
IDH2	0.627665196158161	1.08422956587498	0.456564369716818	2.5271313540685e-12
BANF1	0.603246180868406	1.05819794382005	0.454951762951647	1.64365917956481e-14
FCHSD2	1.28901482111733	1.74340423136441	0.454389410247084	1.54385091883107e-10
IL7R	0.146931653818535	0.600698501784769	0.453766847966234	1.01585664293764e-18
MAGEF1	0.102252897830662	0.555382793423035	0.453129895592373	1.19144652861942e-25
NAA10	0.428463233283055	0.880112422927475	0.45164918964442	1.11338330921419e-15
TCEAL4	0.134859620385798	0.585980383723657	0.451120763337859	1.05875884023545e-24
SF3B6	0.770425670681416	1.21931897634404	0.448893305662627	2.07456118625802e-14
CBX3	0.973297970792906	1.41910083779899	0.445802867006086	1.00232561439712e-11
IFI16	1.19670405191042	1.64174228130637	0.445038229395947	4.071117669453e-10
MIS18BP1	1.10722923418827	1.55137822914295	0.444148994954687	2.28485152473578e-10
RRP7A	0.47773173620032	0.920637558924336	0.442905822724016	1.19945518415685e-13
OST4	1.74920468311959	2.19203868994079	0.4428340068212	1.3383413178043e-06
JPT1	0.396252557370427	0.838107441015272	0.441854883644845	1.45447699763501e-13
MPC2	0.525045745949514	0.96583991449332	0.440794168543806	1.31203562243036e-14
SMIM24	0.0512691375507447	0.491624106038957	0.440354968488212	2.53735171793564e-23
MYL6B	0.492133766268581	0.932172322704714	0.440038556436133	3.20276116701994e-14
MRPL20	0.734982219472745	1.17402037373448	0.439038154261737	2.89786350323804e-12
PDIA6	1.33847642022413	1.77741334997077	0.438936929746634	4.62363762959179e-11
FKBP1A	0.774936446417734	1.2130199398602	0.438083493442466	8.54272780083837e-12
CD63	0.91865515742019	1.35643866749629	0.4377835100761	2.27387483722223e-10
MS4A4A	0.240314055696411	0.675660955478929	0.435346899782518	3.23724233038282e-18
DRAP1	0.947006562275535	1.37887172583515	0.431865163559619	8.64608537379691e-11
PTGER4	0.272735835854147	0.7026278793241	0.429892043469953	2.63061924314694e-14
MNAT1	0.469627171073893	0.896689149769311	0.427061978695418	2.84545522928742e-14
SFMBT2	0.402098194593158	0.826085078504963	0.423986883911805	8.87734343858913e-14
CKS2	0.304771308084402	0.727107977185655	0.422336669101253	1.21074012042795e-12
UFC1	0.975230621166646	1.39710769457641	0.421877073409767	5.82643055169648e-12
SESN3	0.150386616969575	0.571841282436034	0.421454665466458	5.5768681589963e-20
LSP1	1.56566560482413	1.98423261161462	0.418567006790496	1.35687185160058e-07
ANKRD12	1.93603525424748	2.35344816808948	0.417412913841993	3.27860995320702e-12
BST2	1.08151871162918	1.49809760011293	0.416578888483754	2.61588121604339e-08
ABRACL	0.882829547692596	1.29904394235418	0.416214394661588	4.70079581943198e-11
DDAH2	0.863037709025853	1.27845101496351	0.415413305937656	2.62938113251405e-10
LGALS9	0.336739800634905	0.751837970665756	0.415098170030851	3.2316526750092e-16
HMGB1	2.68336648757941	3.09757474643483	0.41420825885542	4.09780696014387e-15
CNTN4	0.00456151854092294	0.418484558058712	0.413923039517789	4.8677969046492e-32
SMDT1	0.992160961639098	1.40431517934052	0.412154217701426	7.98471016237345e-10
COX6B1	1.54334147765007	1.95531451282607	0.411973035176	2.64504181225278e-10
SASH3	0.565066369298947	0.97689195643356	0.411825587134613	7.4515889319928e-12
UPF3A	0.609272104856497	1.02091819663097	0.411646091774472	1.39489634948284e-10
SRM	0.382286131737861	0.79338115459557	0.411095022857709	1.27746229202584e-12
FCRLA	0.374136507963956	0.7835309962456	0.409394488281644	5.39166866824229e-13
CXorf21	0.443792718751545	0.852486703852206	0.408693985100661	1.05524347844344e-10
COX7C	2.1441061093125	2.55235987284034	0.408253763527842	9.10052394095662e-13
ZFP36L1	0.196337610697184	0.603301546687871	0.406963935990687	2.07068577826958e-15
BAHCC1	0.373016727039578	0.779791584829644	0.406774857790066	2.75901853531704e-12
ATP5PF	1.26747475557881	1.67204905432595	0.404574298747135	2.56049714297012e-10
FTH1	3.40868224356827	3.81132996030786	0.402647716739597	0.387032258715811
IFI27L2	0.461480204495204	0.863569644722656	0.402089440227451	3.53277849915821e-13
SMOC1	0.0956629219285899	0.49723982787176	0.40157690594317	1.25409756091908e-22
TSPO	0.635284547600578	1.03643802392348	0.401153476322901	1.26437905391619e-09
DDHD1	0.413503307402092	0.814455813599995	0.400952506197903	1.27233008611469e-12
RAB40B	0.106913190401426	0.506122257880816	0.39920906747939	3.07715156127383e-23
ZNF706	1.02077226718169	1.41966161777442	0.39888935059273	7.3870612641176e-09
TLE1	0.143035962526117	0.541287071426118	0.398251108900001	1.89064613066921e-17
HCST	1.43345401184211	1.83090768018802	0.397453668345904	8.06696046728143e-05
SH3BGRL3	1.89737957815179	2.29436696257587	0.396987384424084	1.39576679835125e-05
MRPS18C	0.47799707771194	0.873582997405595	0.395585919693655	8.33244788330952e-13
ICAM3	0.405290086917326	0.800721184497658	0.395431097580332	3.28959976913982e-13
RNF181	0.566052032506273	0.960541281940235	0.394489249433961	3.11923130439187e-12
GPX4	0.991368772871624	1.3840646080836	0.392695835211977	1.79059337111879e-08
LY6E	0.234154550336977	0.626232079466683	0.392077529129706	1.07321895329787e-16
H3-3A	3.19896915510356	3.58710848436806	0.388139329264495	9.73469286171369e-21
ZDHHC14	0.367791775942155	0.7534481162632	0.385656340321045	8.9109874440409e-12
MZT2B	1.40005815470538	1.78474855253124	0.384690397825857	1.30339811998394e-07
SEC11C	1.09983085546625	1.48399418885099	0.384163333384741	1.40945440200271e-07
EIF1AX	0.78351958136729	1.16728393232578	0.383764350958492	1.01694189118183e-09
CYB5A	0.186649783980669	0.568657840609801	0.382008056629132	1.13277785406796e-18
ZBTB8OS	0.453263709239542	0.834269277909135	0.381005568669593	2.75901853531704e-12
CDH11	0.00594860823255551	0.386578610706574	0.380630002474018	4.35521549025366e-27
CALM3	0.457513372126289	0.837909218931144	0.380395846804855	2.21974526087743e-11
C19orf81	0.0857167288066714	0.465003046398193	0.379286317591521	7.21473045422055e-23
MRPL51	0.787975587854891	1.1666747173391	0.378699129484205	3.04746934325431e-10
GPATCH11	0.740440701581989	1.11913979658155	0.378699094999561	1.58143233363687e-08
MT1E	0.0238890662608145	0.402397172563137	0.378508106302322	2.03340362712472e-24
ECH1	0.50202977753564	0.87974587383584	0.377716096300199	4.59516241406019e-12
CCNG2	0.311695736230135	0.689299798538704	0.377604062308568	9.62308234981527e-13
KLHL4	0.00393983116549495	0.381478376668836	0.377538545503341	1.99705120930214e-28
H2AZ1	1.16099966782723	1.53825778651706	0.377258118689836	5.77116906998285e-06
MRPL36	0.600708169215128	0.977196851848927	0.376488682633799	1.10041040361461e-09
RHOC	0.302530066221712	0.678610685898951	0.376080619677239	6.21023400269367e-13
CCDC112	0.300483164241776	0.675078983238869	0.374595818997093	1.22388135231882e-12
MAT2A	0.545819568566216	0.91968352280359	0.373863954237374	1.82866994614245e-10
PPP1R10	0.711895528183367	1.08549743139041	0.373601903207047	3.45283787209275e-09
GALNT7	0.406516546247344	0.780078031540342	0.373561485292998	3.67195689674334e-11
NDUFA11	0.849478386552416	1.22241669597076	0.372938309418346	3.9333506295439e-09
SMIM30	0.366315329479203	0.737021639992825	0.370706310513622	7.35542224990313e-13
HYI	0.261206373260492	0.631788034330502	0.37058166107001	1.11721308315548e-14
SEC62	1.33047618024494	1.70013507443763	0.369658894192683	1.49856862764392e-09
ACP1	0.631053306877182	1.00005723152445	0.369003924647265	1.06752845963857e-10
TOP1	1.10890526104483	1.47546352430473	0.366558263259897	2.32204513932043e-07
SEPTIN7	1.56852409088676	1.93477336561634	0.366249274729583	3.52792527947011e-11
DGCR6L	0.226231020745121	0.592454881436163	0.366223860691042	6.20486317941175e-14
ZNF385B	0.00585613160081463	0.370909290634909	0.365053159034095	1.4502453069017e-28
COPE	1.19867981203438	1.56323743890586	0.364557626871486	3.41810825319326e-06
SDHAF3	0.350027973179892	0.713810929553571	0.363782956373679	2.54077293228425e-11
SSU72	0.558795322992296	0.922551347811027	0.363756024818731	3.51237530514083e-10
PSMD8	0.864470665118871	1.2247770159086	0.360306350789728	2.76218290949537e-08
MGST3	0.546223045251356	0.905560092998055	0.359337047746699	9.06859977683493e-10
TMEM258	1.53311096225934	1.8922075730453	0.359096610785964	1.11196573946122e-05
SSR4	2.34864992903335	2.7065736202522	0.357923691218849	2.08698726455297e-08
SRSF9	1.11216833147062	1.47005514963914	0.357886818168522	2.08847493556599e-07
ISG15	0.25923689315888	0.617073317329238	0.357836424170358	2.65943492511348e-13
SIGLEC6	0.431889090515952	0.788303071101003	0.356413980585051	2.33017374393267e-09
CD59	0.153283871834635	0.509172585688919	0.355888713854284	3.15644289524247e-15
RNH1	0.692059925190894	1.04775664596093	0.355696720770032	1.11321669278566e-08
MPZL1	0.451395156896635	0.806935048749662	0.355539891853027	7.89990648443605e-11
CCT2	0.686543394066205	1.04024466190533	0.353701267839128	3.2345323449601e-08
SNRPE	1.03020847537656	1.38358182805779	0.353373352681235	1.02064562281986e-07
COX5B	1.32632200810514	1.67910702495578	0.352785016850641	2.73393504147425e-07
POLR2H	0.217933627713933	0.569972775519251	0.352039147805319	5.60208813161631e-14
SYPL1	0.34210939260912	0.693245008942287	0.351135616333166	1.47312350024608e-12
FCER1G	1.69357942542621	2.04452942717474	0.350950001748527	0.000184054240665028
PHB	1.23202882240976	1.58281718959391	0.350788367184144	1.91537411006738e-07
CD84	0.340429014726435	0.690095815612537	0.349666800886102	2.18819697054402e-11
PDZRN3	0.0184487445069679	0.367180374994098	0.34873163048713	8.78109079919089e-26
ERH	0.987043823538775	1.3349874176481	0.347943594109321	2.12364290839099e-08
LSM2	0.419949409336674	0.767102154300807	0.347152744964133	3.80710948122414e-11
ZNF428	0.505863789165785	0.852410568896452	0.346546779730667	4.62992775111256e-10
SDF2L1	0.646877714668426	0.992908581477598	0.346030866809172	2.27023440043753e-08
ZRANB2	1.30814242509798	1.65384664718178	0.345704222083802	1.77694449323778e-06
KRT10	0.967562133137929	1.31326414227617	0.345702009138243	2.44763262125061e-08
PSMA5	0.669264815437335	1.01433916156936	0.345074346132025	1.01683330416842e-08
NBDY	0.664265490070371	1.00909071046713	0.344825220396764	4.18685449105295e-08
NDUFB3	0.715359642761111	1.05778004594875	0.342420403187639	1.87334816996954e-08
MCUB	0.502157835385517	0.843728129587668	0.34157029420215	1.30213156452892e-09
TIA1	0.479960119415345	0.821218139290491	0.341258019875146	7.13913009087136e-10
LAGE3	0.39737892868678	0.738284449402498	0.340905520715718	1.44226121997285e-10
POLR2L	1.09409744004995	1.43471195348049	0.340614513430533	3.14342597178979e-06
GMFG	1.32280164731936	1.66250907299483	0.339707425675468	3.44683688738148e-08
CFAP97	0.459400633301973	0.798869787476291	0.339469154174318	4.50413594964337e-10
HSPE1	1.01518183694713	1.35459624773	0.339414410782866	3.18739520968597e-06
AP1S2	1.08072739247386	1.4199599762596	0.339232583785732	5.5531996145427e-07
TTN	0.129884109542722	0.468699958159207	0.338815848616485	3.21686275177234e-14
NDUFA3	0.834442258724299	1.17209668541415	0.337654426689849	8.65646876317206e-07
NDUFB2	1.07403694722054	1.411037557571	0.337000610350461	2.54611618838066e-07
DAPL1	0.0427795730175124	0.37964092815479	0.336861355137277	1.2736405817358e-19
SSBP1	0.949294196213826	1.28610627903893	0.336812082825104	6.33056511359784e-08
OCIAD2	0.479210003645445	0.8143688037538	0.335158800108355	6.16198979864484e-10
PXDN	0.0494585025676231	0.384603338223658	0.335144835656035	6.08994949251556e-21
GAPDH	1.84016089420572	2.17488086367902	0.334719969473295	9.12799256732038e-05
MXD4	0.791846914505121	1.1263114886274	0.334464574122284	2.62194150229881e-07
SREK1IP1	0.49882197017051	0.832722605653518	0.333900635483008	8.78039247436314e-09
PSMB8	1.23163444084736	1.56520965611427	0.333575215266905	2.23393175127004e-09
SMAP1	0.29166378100601	0.624411146380706	0.332747365374696	1.45727542279963e-11
MT1F	0.0373325507797472	0.369757712892333	0.332425162112586	2.03340362712472e-24
GTF3A	1.25388826633848	1.58532121061931	0.331432944280836	2.40419496558615e-07
TMEM263	0.394838389699092	0.72581928355404	0.330980893854948	2.15419981281817e-09
HPS4	0.34042943377816	0.671212534904864	0.330783101126704	4.74929223410493e-10
ATP5MG	1.91276172651715	2.24253472373664	0.329772997219491	0.000945584044945945
ACAP1	0.571389392055877	0.900006754797166	0.328617362741289	2.19545640599309e-08
CWC27	0.257597033223257	0.586165512841532	0.328568479618275	1.15102488280942e-11
MT1X	0.128219697789125	0.456429008320698	0.328209310531573	3.75566415562994e-16
TPM2	1.21037163769331	1.53778013909977	0.327408501406464	0.00171254312159796
APRT	1.34301652360328	1.6701272829537	0.327110759350423	3.82747185548468e-06
ALDH2	0.902019877848844	1.22898905948061	0.326969181631765	7.52121295321375e-06
DYNC1LI2	0.330678916196331	0.656902742446299	0.326223826249968	1.56712256979885e-10
EAF2	0.469974257122299	0.794546148995846	0.324571891873547	1.43913505055642e-08
B3GNT7	0.0613215702857132	0.385757442925517	0.324435872639804	2.57706993480123e-20
SRGAP3	0.0688790488974621	0.391302520435302	0.32242347153784	2.0344789177559e-19
SNRPN	0.663879560061802	0.986207486908791	0.322327926846989	9.08989145303276e-07
GCSH	0.223649196151321	0.545878984553742	0.322229788402421	1.09765203444215e-12
NDUFB7	0.886966965708761	1.20895348546804	0.321986519759283	1.71830174276399e-07
BLNK	1.13239682934346	1.4536789346918	0.321282105348339	8.88649438414777e-06
LOXL4	0.00977787551188797	0.330364106162991	0.320586230651103	7.18282307942096e-25
COX6A1	1.38618321795921	1.70638633877816	0.320203120818945	3.12109332332278e-05
KIF17	0.164439111036317	0.483673911811945	0.319234800775628	5.30636651515406e-14
GOLGB1	0.927943191629502	1.24691115124819	0.318967959618684	0.000135616650053732
CHML	0.617706624297748	0.936032330301624	0.318325706003876	2.5451790276271e-05
TRIM22	1.14866072232603	1.46662350628345	0.317962783957422	5.99263583497288e-06
HCK	0.128259502290994	0.446099340641029	0.317839838350035	5.89854188817557e-16
UQCRFS1	0.655422166241218	0.972832190700234	0.317410024459016	1.2824209204481e-07
FAM89B	0.39445050662793	0.711272564083242	0.316822057455312	1.10041040361461e-09
COX7B	1.16805932843889	1.48477291901501	0.316713590576114	4.04265413550801e-06
PRDX5	0.934830443339509	1.2486726186292	0.313842175289695	6.05006867445101e-06
MBTPS1	0.375953696373473	0.687630275851213	0.31167657947774	3.39865824107472e-09
YWHAQ	0.688278063413455	0.99855459945284	0.310276536039385	4.68495101982403e-07
ATP5MF	1.26881991310416	1.57876074246421	0.309940829360051	0.000244189929306454
BCL7C	0.297496934686169	0.606579366719133	0.309082432032964	2.19454799106127e-09
METTL26	0.407032663524577	0.715875175681247	0.308842512156671	2.90250371211075e-08
SRPK3	0.0121649134095992	0.320842532779013	0.308677619369414	3.16674247104693e-22
YBX1	2.39973621632179	2.70813015527453	0.308393938952737	2.97052896376886e-13
ALKBH7	0.632130163001467	0.939856452387456	0.307726289385989	7.72353964987532e-07
MDK	0.0434545802033303	0.350955248419395	0.307500668216065	4.37964731143555e-11
SRRM1	1.34986002241574	1.65719704522131	0.307337022805573	8.24703239692983e-05
EIF3J	0.616828278428619	0.922344904755126	0.305516626326507	8.21487510023202e-07
ATM	0.657093130617417	0.962482219273131	0.305389088655714	5.5531996145427e-07
LSM3	0.851148467974755	1.15649428480368	0.305345816828922	2.12438019362379e-06
MEF2D	0.699379463998276	1.00381891199325	0.304439447994972	1.45961438418359e-06
RBM8A	1.09055274070466	1.39473099814232	0.304178257437658	1.65049881086147e-06
VLDLR	0.0285550778964212	0.332228699272268	0.303673621375847	9.70989261542321e-21
ISG20	0.379724540975384	0.682886873522421	0.303162332547037	8.23436572501347e-07
SELENOS	1.51727352565423	1.82037858147296	0.303105055818736	0.000461285524145124
SSR2	1.38260969220372	1.68516372335838	0.302554031154655	6.46541520918461e-06
SIRPG	0.0334450535132944	0.335484752009975	0.302039698496681	1.54594304104272e-18
TTC14	0.793089553886393	1.09472487431605	0.301635320429656	4.47711098414893e-06
ISOC2	0.141286772595742	0.442566473147425	0.301279700551683	5.89411235939912e-14
SOD1	0.955338978560807	1.2551566559402	0.299817677379398	4.71786272596992e-06
TXNIP	1.69767317727655	1.9953758165645	0.297702639287942	0.00276564654671461
MT2A	0.20511080840236	0.502230195142157	0.297119386739798	1.02375165698608e-06
WDR49	0.083063104097364	0.379945575770016	0.296882471672652	6.85562811736204e-15
CD44	1.08630063990695	1.38275544749537	0.296454807588425	0.000134030778912295
MCTS1	0.549141094088565	0.845367800861713	0.296226706773148	4.88021677274352e-07
CCDC90B	0.30103591712861	0.597190457889142	0.296154540760532	1.22401984406205e-09
SEM1	1.01571181665197	1.31176256218972	0.296050745537749	6.23323441878587e-05
