gene	healthy_bm	skin_only	bm_involvement	logFC.bm_involvement.healthy_bm	logFC.bm_involvement.skin_only	pval
PTGDS	0.45689021005656	0.396546915446418	1.53087012416386	1.0739799141073	1.13432320871744	0.0041976701401923
TXNIP	1.09796892313942	1.69679876381515	2.16791415664776	1.06994523350834	0.471115392832605	0.000684257041433832
TOP1	0.427976145359127	1.29127172644201	1.47578755361795	1.04781140825882	0.18451582717594	2.39195344369969e-07
CLIC1	0.979057450720954	1.61555797963304	2.01911592694493	1.04005847622397	0.403557947311886	5.60136445350756e-11
ATP6V0E1	0.592342847487861	1.43219842688595	1.63090203295173	1.03855918546387	0.198703606065781	1.85282387616517e-08
PLCG2	0.608221559035069	1.24659241273575	1.63848358809574	1.03026202906067	0.391891175359998	1.02013745682084e-05
IFI16	0.526361867676943	1.47899313376145	1.53544559581007	1.00908372813313	0.056452462048618	5.27961404007477e-06
CDK2AP2	0.483001704128899	1.10883110240581	1.48698007337677	1.00397836924787	0.378148970970958	1.73999585276065e-07
FTL	2.58531089914894	2.67377860641772	3.58914692771488	1.00383602856593	0.915368321297153	1.26825176007961e-08
TNNI2	0.520554232508051	0.599838562501621	1.52201858728629	1.00146435477824	0.92218002478467	4.64294741726127e-08
MZB1	1.51121239255689	1.82719552072857	2.51180687312075	1.00059448056386	0.684611352392182	3.7733262691804e-07
ATP5MC2	1.16186689526931	1.83131648492068	2.15536544296986	0.993498547700548	0.32404895804918	6.20321632013639e-08
SHTN1	0.217938499541618	0.613471917549981	1.20596853418911	0.988030034647494	0.592496616639131	1.88217292854924e-07
CHCHD7	0.261219818405819	0.882051567365161	1.23939596007585	0.978176141670036	0.357344392710694	8.2783212822174e-09
VAMP8	1.92364161735578	2.45986562821914	2.8988598733805	0.975218256024719	0.438994245161366	9.78430676935162e-09
ABRACL	0.374407197195597	0.822300980028299	1.33512325323702	0.960716056041427	0.512822273208725	4.62614141864398e-07
FYB1	1.03737341646508	1.28692308239145	1.97806808597269	0.940694669507609	0.691145003581236	2.21270078356159e-06
STMN1	1.66201728546222	2.34692418622233	2.59734806942485	0.935330783962625	0.250423883202517	0.00139425906660848
GSTP1	1.51559437229186	1.84276179922118	2.44754503219139	0.931950659899527	0.604783232970207	2.09613365242373e-07
RBBP4	0.707969096635513	1.2445089258508	1.63606554226967	0.928096445634162	0.391556616418871	2.6909530140665e-08
ZNF706	0.48237476770048	1.17204023611095	1.40426430928467	0.921889541584187	0.232224073173712	5.66732300900845e-08
ZEB2	0.90512894921689	1.82812763648641	1.82490643420741	0.919777484990525	-0.00322120227899458	2.37678205401417e-05
PPP1R10	0.209825694215588	0.614018079153529	1.12662490122796	0.916799207012376	0.512606822074435	4.12092540120168e-10
PYCARD	0.711748158729786	1.32446622872228	1.62003684130027	0.90828868257048	0.295570612577984	2.52431238581182e-07
FCHSD2	0.794523710399316	1.48381997676685	1.69880174512763	0.904278034728311	0.214981768360773	0.000154247784018855
OST4	1.45223548808527	1.77005691333018	2.34818889389649	0.895953405811218	0.578131980566313	1.78723639785342e-07
HSPE1	0.566075434668168	1.16523441259673	1.45318339520204	0.887107960533876	0.287948982605312	2.88957087859627e-07
ATP5IF1	0.810852728836264	1.23392198177564	1.69257402023782	0.881721291401555	0.45865203846218	1.95222366533896e-08
SCN3A	0	0.0823379980608461	0.87981408931136	0.87981408931136	0.797476091250514	9.93364699912465e-10
FCER1A	0.776163807621999	1.09677466939748	1.64946414076302	0.873300333141024	0.552689471365545	0.000884197364816186
UQCR10	0.799905047704904	1.38370792065755	1.66486984404629	0.864964796341389	0.281161923388741	1.00453999641974e-07
HMSD	0.0147230824955986	0.171585600607361	0.870887443719286	0.856164361223688	0.699301843111926	5.35584540979211e-08
SUMO2	1.34421965865156	1.90217819744007	2.19421093362288	0.849991274971326	0.292032736182815	2.16888717162116e-07
SEM1	0.559753779461048	1.1886634223961	1.40572574440773	0.845971964946681	0.217062322011632	1.12994614938774e-06
GLUL	0.920239320947433	1.12085640704049	1.76194313597743	0.841703815029995	0.641086728936942	0.137834688869382
CAPG	0.860234078019911	1.24521059884743	1.68550991176835	0.825275833748437	0.440299312920919	0.000151866144332815
NDUFS5	0.861254274725077	1.29318831486827	1.68621300272165	0.824958727996569	0.393024687853374	1.37252832487014e-06
RSRP1	0.749811048376909	1.27928464570039	1.5733163715981	0.823505323221187	0.294031725897709	1.92652868482423e-06
IGFBP7	0.175398932644513	0.357866816776071	0.997176858303113	0.8217779256586	0.639310041527042	2.22260439390496e-05
POLR2L	0.601034506393985	1.13775745384377	1.41663786135275	0.815603354958761	0.278880407508977	8.44773726753415e-07
SELENOS	1.0665013839587	1.32440034344125	1.88006208275634	0.813560698797642	0.555661739315089	9.07539575336769e-05
NDUFV2	0.801758198021899	1.40671573788665	1.61338369512834	0.811625497106437	0.206667957241682	8.2783212822174e-09
KDM5B	0.270308988994306	0.479133286563025	1.07709268380866	0.806783694814354	0.597959397245635	1.21290743600256e-06
NDUFB2	0.648015697292822	1.21624322493981	1.4460108585067	0.797995161213883	0.229767633566891	2.39195344369969e-07
PFDN2	0.459054150175597	0.907839679021377	1.25128250228726	0.792228352111667	0.343442823265886	6.20321632013639e-08
MRPL36	0.291536469111217	0.766069286813474	1.08297321431221	0.791436745200989	0.316903927498733	1.16100166043414e-06
WASF1	0.287519071379693	0.380484800146087	1.0722109150378	0.784691843658107	0.691726114891713	0.000326675267933263
MRPS18C	0.12732493007595	0.67177859443642	0.910674904834407	0.783349974758458	0.238896310397988	4.29014635548828e-09
MRPL20	0.427292194653627	0.836571827396932	1.20863188044332	0.781339685789695	0.372060053046391	3.69791669866453e-08
PLVAP	0.179416264942523	0.24691098753529	0.960547828226795	0.781131563284273	0.713636840691505	4.37344333799462e-06
SRSF5	1.53583851286312	2.26356146677484	2.31601727708179	0.780178764218666	0.0524558103069523	2.17932238990156e-06
RBX1	0.66461501386252	1.21538212258148	1.44409593284286	0.779480918980337	0.228713810261373	1.5722941166903e-06
LSP1	1.25711902360469	1.77804939608698	2.03171140174228	0.774592378137581	0.253662005655295	0.000166992792084189
NDUFB1	0.578199584711446	1.11361457224784	1.34563876980355	0.767439185092105	0.232024197555711	1.8050915933436e-06
BST2	0.744211678645468	1.21926352363719	1.49970951026494	0.755497831619473	0.28044598662775	1.2360075641441e-05
PTGES3	0.752822488582343	1.53705416102215	1.50766947562081	0.754846987038469	-0.0293846854013398	1.74299009917542e-06
MRPL57	0.552676048192891	0.94306314049099	1.30517197815776	0.752495929964869	0.362108837666769	1.8352343114199e-06
GPATCH11	0.341460889278482	0.996062812564488	1.0909866845774	0.749525795298921	0.094923872012915	1.8050915933436e-06
ATP5MG	1.49406086072005	1.90564737238482	2.24265339221913	0.748592531499082	0.337006019834306	0.00182609137623169
PDCD4	0.506243123495662	0.998303153006919	1.25413380307418	0.747890679578514	0.255830650067257	1.22071038600091e-05
CALM2	1.62575889745068	2.22627015110996	2.37359614473968	0.747837247288995	0.147325993629712	0.00064523313185298
EIF3J	0.327191020131306	0.7593435561441	1.07463821310653	0.747447192975224	0.315294656962431	1.7156098376081e-06
S100A13	0.0298964753721086	0.262239334379926	0.7755387743239	0.745642298951792	0.513299439943975	4.62614141864398e-07
NDUFS6	0.675414118056945	1.02114886502552	1.41658332242466	0.741169204367719	0.395434457399141	1.24250076955692e-06
IGKC	1.84867138546968	2.05001402849565	2.58951201664479	0.740840631175108	0.539497988149136	8.95781217926614e-07
ATP5MF	0.894403618864028	1.30068967075136	1.63509608177289	0.740692462908859	0.334406411021529	1.60220541754301e-06
COX6C	1.45628323058086	1.74005233952526	2.19626266713916	0.739979436558297	0.456210327613898	8.32386867424699e-06
TMEM258	1.28236775859987	1.53810727888257	2.01795504619772	0.735587287597854	0.479847767315148	2.75519679358359e-07
COX6A1	1.06173565533257	1.47986752747158	1.7951056397151	0.733369984382528	0.31523811224352	1.09624997262578e-05
FABP5	0.727555397045527	1.24379722130117	1.46027062098631	0.732715223940782	0.216473399685138	0.000273478311970026
UBE2I	0.667795456231061	1.02789407094063	1.3987110307469	0.730915574515843	0.37081695980627	1.48318817318142e-07
N4BP2L2	0.729410518318863	1.36950138718272	1.45857056332398	0.729160045005114	0.0890691761412625	4.41486510720371e-05
PTMA	3.78176173671346	3.94878538681542	4.50921951731311	0.72745778059965	0.560434130497681	1.21695628121612e-08
NUCB2	2.08674474359185	2.1570774131415	2.80721144424958	0.72046670065773	0.650134031108075	0.000203657429546612
BLNK	0.597274871164447	1.24927016311579	1.31501658693543	0.717741715770986	0.0657464238196384	0.0056580368195342
PSMA7	1.04342484544607	1.50075194286245	1.75778358940735	0.71435874396128	0.257031646544896	5.87448170879676e-05
SOX4	1.86367477220139	1.53126801387772	2.57684467981273	0.713169907611335	1.04557666593501	0.0297159790841841
UBXN4	0.867054479934986	1.41341362938359	1.57470311483023	0.70764863489524	0.161289485446637	0.014040817200594
SF3B6	0.509958341072426	0.879704515898452	1.2136795584977	0.703721217425271	0.333975042599245	1.12994614938774e-06
RNF181	0.253058566157713	0.605405400076056	0.955667405978851	0.702608839821139	0.350262005902796	1.74299009917542e-06
PSMA4	0.546974946225156	1.26148805281063	1.24742418063969	0.700449234414537	-0.0140638721709319	0.0016095100902553
COX6B1	1.2295429177118	1.5209482884704	1.92658258532255	0.697039667610746	0.405634296852149	1.21098931710354e-05
ATP5PF	1.07047703667532	1.25042518096894	1.76388840046743	0.693411363792105	0.513463219498485	7.21636554273989e-05
UBA52	2.8032200290308	3.130337084325	3.49574222832993	0.692522199299128	0.365405144004932	1.47595960014138e-05
VPS28	0.315335474537791	0.738141296054972	1.00716918677382	0.691833712236026	0.269027890718845	2.09517517236412e-05
ARL14EP	0.0979935626813092	0.415663972153966	0.788979033083571	0.690985470402261	0.373315060929604	2.17932238990156e-06
SRP9	0.797113316169463	1.27596028075023	1.48414384274323	0.687030526573764	0.208183561992996	0.000288862499287614
GNG5	1.03418859617747	1.39047188086675	1.71925111943962	0.685062523262144	0.328779238572873	3.97322909417966e-06
UQCRH	1.13178149940783	1.36167769531993	1.81684232779387	0.685060828386041	0.455164632473936	3.86201292589148e-05
SEC11C	0.92710513050168	1.16169988132244	1.6083126196922	0.681207489190522	0.446612738369766	0.000238176030051923
LHFPL2	0.296698987072853	0.660102846640558	0.97790540103004	0.681206413957187	0.317802554389482	0.0075998594866329
SNRPN	0.503832370357745	0.690438998953362	1.1836617944608	0.67982942410306	0.493222795507443	5.35618835886569e-05
BANF1	0.318469146190559	0.678682997374778	0.997582254123788	0.679113107933229	0.318899256749009	1.99574577415393e-06
ECHDC1	0.289111760546006	0.62087461055362	0.968030065461395	0.678918304915389	0.347155454907775	0.00281201817791519
ANAPC16	0.954149914867902	1.2483338790696	1.63028901208254	0.676139097214639	0.381955133012946	0.0012387928429507
NDUFA3	0.371130569953167	0.870386092912703	1.04654403185	0.67541346189683	0.176157938937294	3.48024636102623e-06
FTH1	3.23758328545463	3.4623014641416	3.90949944427307	0.671916158818441	0.447197980131468	0.000102046890835453
NR3C1	0.731179173366287	1.09117902628487	1.40048861236204	0.66930943899575	0.309309586077172	0.00034487551932223
ZRANB2	0.988907392257406	1.41263490290729	1.65770195118333	0.668794558925924	0.245067048276036	2.79721874542864e-05
LAMTOR4	0.76875649681296	1.05198286432132	1.43370679802787	0.66495030121491	0.381723933706547	1.63852755041488e-05
LRMP	0.227795431855	0.400007941929037	0.886030372684844	0.658234940829844	0.486022430755807	0.00233120654392456
ELOB	1.10555033005546	1.28517185266251	1.76353973162479	0.657989401569336	0.478367878962286	8.2966618914696e-06
ERICH1	0.116122417158251	0.551283131699968	0.77055174486321	0.65442932770496	0.219268613163243	1.7151711375466e-06
MAT2A	0.33057898874185	0.655989968459049	0.983769493167288	0.653190504425438	0.327779524708239	2.51560476496393e-05
TAX1BP1	0.507577743816748	1.02858893878406	1.1607296707831	0.653151926966355	0.132140731999042	0.0151510277791346
THRAP3	0.548206380516323	1.27824802752879	1.19952770211471	0.651321321598383	-0.0787203254140847	0.00708460140985289
CCDC189	0.216100891978947	0.380522552587458	0.863599717080294	0.647498825101347	0.483077164492836	1.35541510990533e-05
TMSB10	3.56473095522953	3.77214197063667	4.20950583995368	0.644774884724153	0.437363869317006	7.65105752877639e-08
SEPTIN7	1.18097918831589	1.62883573091079	1.82472032305088	0.643741134734987	0.195884592140092	0.000335767446643796
ORMDL1	0.42301003233531	0.853817925095834	1.0651289499425	0.642118917607187	0.211311024846663	0.00020032757383529
CLEC11A	0.146899307207634	0.302803063822083	0.786929261232655	0.640029954025021	0.484126197410572	6.76099637992901e-05
SPCS2	1.18019698055431	1.74837479690539	1.8187145350524	0.638517554498086	0.0703397381470099	6.50121980112382e-05
SRP19	0.432141215042035	0.815137084647554	1.06932861462335	0.63718739958132	0.254191529975801	0.000112958897061845
SNX6	0.390865089719436	0.8044668989673	1.02499518716702	0.634130097447581	0.220528288199716	8.66048635543509e-06
SRI	0.413457090235361	0.784311493578772	1.04618531209331	0.632728221857952	0.261873818514542	7.63732626108156e-05
TRAPPC1	0.749823962453341	1.09682423183625	1.38189576371155	0.632071801258213	0.285071531875304	9.2268148906406e-06
SRSF9	0.837014132363868	1.29893053799103	1.46668100843318	0.629666876069312	0.167750470442154	1.83464057198953e-05
NDUFB4	0.838369155198076	1.25491638401749	1.4677917683187	0.629422613120624	0.212875384301207	1.18050132207035e-05
COPE	0.917250234822858	1.21359275175217	1.54640476853081	0.629154533707952	0.332812016778644	6.11689252845832e-06
SNRPF	0.676361628369033	1.05573484624016	1.30485018155585	0.628488553186814	0.249115335315691	2.44044192081472e-06
PDE7A	0.270383889608259	0.467303203334918	0.897945329402678	0.627561439794419	0.43064212606776	0.000180416793277141
SREK1IP1	0.163587831916291	0.630284470829699	0.786022221999089	0.622434390082798	0.155737751169391	1.16100166043414e-06
DNTT	0.0844148772067364	0.161099062669914	0.706044871571849	0.621629994365112	0.544945808901934	0.0014434792231893
TIMM8B	0.443100326262608	0.818068914811423	1.06295610540166	0.619855779139051	0.244887190590235	7.03201997058833e-05
GABARAPL2	0.810273996205138	1.17402330684257	1.42978824892903	0.619514252723891	0.255764942086461	4.04838554055809e-05
SERHL2	0.099713581664549	0.140948594577656	0.719037851045902	0.619324269381353	0.578089256468246	0.000288862499287614
HYI	0.17099017595543	0.376204968517207	0.788396216363016	0.617406040407586	0.412191247845809	3.01866446850935e-06
MNAT1	0.252580541203075	0.496731887021173	0.866354129882856	0.61377358867978	0.369622242861683	5.13606351548486e-06
C12orf57	0.912507306285349	1.38778123820014	1.5256161177579	0.613108811472547	0.137834879557755	0.00139399862103682
EMP3	0.657101688809835	1.09655672597472	1.26981255468834	0.612710865878507	0.173255828713623	2.64431761597417e-06
PLEK	1.47624499054542	2.48937979536023	2.08790278735964	0.611657796814222	-0.401477008000588	0.246230403714388
SSB	0.561055351539697	0.822733726121586	1.17175900977568	0.61070365823598	0.349025283654091	0.00102570370340348
MTIF3	0.328165654340896	0.680016146785924	0.938814232583917	0.610648578243021	0.258798085797993	0.000223047958726317
GOLGB1	0.662332308979338	0.929746208867523	1.27159848552337	0.60926617654403	0.341852276655844	0.010593615582966
SDF2L1	0.453028759242974	0.784222899334637	1.06211459189911	0.609085832656137	0.277891692564474	9.26187065619796e-06
ITM2B	1.1330427895798	1.46257170095236	1.73836723867423	0.605324449094429	0.275795537721871	0.00166088981486027
COX17	0.304954150746605	0.938553738082625	0.909492012753175	0.60453786200657	-0.0290617253294498	0.000105503891721719
BAZ1A	0.388529614802637	0.977402270004637	0.992897904529398	0.60436828972676	0.0154956345247611	0.00727902245303435
CEP70	0.0313628107961625	0.0898534890989353	0.635288099507332	0.60392528871117	0.545434610408397	3.85099266728684e-06
DNAJA1	0.944410630815134	1.6508223691066	1.54473719516542	0.600326564350281	-0.10608517394119	0.0046895779189689
NCAM1	0	0.0987990368359486	0.59919267134083	0.59919267134083	0.500393634504881	8.79324366668414e-07
SSBP2	0.102446126380971	0.169306369914611	0.700569668274762	0.598123541893791	0.531263298360151	4.49551866675214e-05
PRDX1	0.564726568499082	0.809633556393916	1.16172740694432	0.597000838445237	0.352093850550403	2.30872993251557e-05
HMGN1	1.93099411441482	2.15640116376092	2.52724053645443	0.596246422039617	0.370839372693519	0.000134088920839885
TMCO1	0.434365378310355	0.936638785384834	1.03036074401352	0.595995365703163	0.0937219586286838	0.0134463755872991
SATB1	0.273168630886323	0.710421699862778	0.86787203263901	0.594703401752687	0.157450332776232	0.079977578478229
TBCA	0.872951455365066	1.34174273502348	1.46713215994699	0.594180704581927	0.125389424923513	2.9343067724866e-06
COMMD6	1.69212588834924	1.73161176253076	2.28312116503796	0.590995276688719	0.551509402507196	3.77055125595524e-05
EIF2S2	0.665393277449496	1.32620261343592	1.25373039657415	0.588337119124659	-0.0724722168617702	0.00335079570998407
MRPS34	0.388817979384827	0.686084540283682	0.97325190679287	0.584433927408043	0.287167366509187	5.74424375857898e-06
PSMA5	0.424895038371949	0.947309253793168	1.00863814924123	0.583743110869285	0.0613288954480657	0.000240375141126436
MRPS26	0.0433121954475253	0.250225860390845	0.626002102373377	0.582689906925852	0.375776241982532	1.25908062119726e-05
APRT	1.16747119401651	1.40389007057879	1.74903960782354	0.58156841380703	0.345149537244754	4.33088395008435e-05
MCUB	0.308704136121933	0.554774688231288	0.890175065862783	0.58147092974085	0.335400377631495	5.13350365011072e-05
ECH1	0.358528055094214	0.638092484549449	0.938038370590154	0.579510315495941	0.299945886040705	0.00280002567094773
XRN2	0.42623780509437	1.02198841315695	1.00488814507507	0.578650339980702	-0.0171002680818766	0.00829316855893219
GTF2H5	0.146911281946076	0.466854310840948	0.725164905415666	0.57825362346959	0.258310594574718	5.1013391868841e-06
SUGT1	0.242984226827043	0.72431200559837	0.819784772320489	0.576800545493446	0.0954727667221189	0.000238176030051923
AFF3	0.902473614381298	1.20078655278434	1.47829836964359	0.575824755262293	0.277511816859251	0.000255468150392705
LAT2	0.324759594620328	0.325855605044043	0.8982520421066	0.573492447486271	0.572396437062556	0.00429603912726427
LIMD2	0.47879323705715	0.519301791305918	1.0521109495181	0.573317712460954	0.532809158212187	0.000396571463058695
HERPUD1	1.46163583060238	2.12594335521711	2.03369565111522	0.572059820512835	-0.0922477041018896	0.000103531572325725
GXYLT2	0.15585379364697	0.234826201665015	0.727887402123824	0.572033608476854	0.493061200458809	1.17605795925737e-05
LAMTOR5	0.532364616041521	1.04993649330593	1.10377623745525	0.571411621413733	0.0538397441493221	0.00126188699899438
C11orf58	1.15117901786271	1.57025387708499	1.72252987304206	0.57135085517935	0.152275995957074	0.0118615550134014
CELF2	0.828211701279747	1.14915015157142	1.39863608457281	0.570424383293065	0.249485933001387	0.0142179590246978
MT2A	0.0409764541200702	0.333005618435874	0.610762194623469	0.569785740503399	0.277756576187596	7.81644342165711e-05
TXNL1	0.339410359518183	0.631273478368508	0.908706180508086	0.569295820989903	0.277432702139578	0.000119622543841133
TIA1	0.212268136721884	0.559756557699042	0.779373264075455	0.567105127353572	0.219616706376413	5.47844921117947e-05
PRELID1	0.713309363139115	0.961885176675612	1.27967812258881	0.566368759449698	0.317792945913202	7.21636554273989e-05
NDUFS8	0.384241893808803	0.680595621193663	0.949718616923569	0.565476723114765	0.269122995729906	0.000292880079256144
DNAJA2	0.126590147218318	0.493686846960864	0.691276497204575	0.564686349986256	0.19758965024371	0.000182731440008341
CTSZ	1.30046833917504	1.58910624787282	1.86430445860443	0.563836119429388	0.27519821073161	0.00257205765354267
SERBP1	1.5515406927131	1.98570167828217	2.11501510474346	0.563474412030369	0.129313426461294	0.00215676170431539
XRCC5	1.01547126299405	1.84164385061416	1.5788607571211	0.563389494127048	-0.262783093493061	0.301024329736143
CSNK1A1	0.689952593810236	1.2475444068703	1.25334026581091	0.563387672000674	0.00579585894061085	0.0417807633167759
POLR2K	0.283429700239795	0.615209979255475	0.846598091096497	0.563168390856702	0.231388111841022	0.00034487551932223
SNRPG	0.561714006238106	1.04821238340913	1.12343254717234	0.561718540934234	0.0752201637632073	2.14041748658376e-05
CSMD1	0	0.00603951863944868	0.561129569727623	0.561129569727623	0.555090051088174	3.03655825852166e-05
OPN3	0.286545287101925	0.498394948241815	0.845805050195042	0.559259763093116	0.347410101953227	0.000290346825429343
DNAJB9	0.161391970191079	0.376063962058484	0.718561538067997	0.557169567876918	0.342497576009514	3.56543124026148e-05
LSM8	0.632503134827422	0.89480405924599	1.18903187545119	0.556528740623764	0.294227816205195	1.77449980245538e-05
VPS4B	0.311544880080958	0.811836353025869	0.867600889432424	0.556056009351466	0.0557645364065552	0.000297790383964314
SERF2	2.66073451383245	2.83095700186622	3.21635379857393	0.555619284741475	0.38539679670771	5.77052835668103e-08
PLEKHO1	0.633734011021324	1.07327359094377	1.18718603083429	0.553452019812961	0.113912439890514	0.000203094048722227
ATP5MC1	0.647553543517984	0.90780291594638	1.20095133491288	0.553397791394892	0.293148418966496	0.00243610321957477
SUB1	1.63191997554164	2.08959893059577	2.18516103363842	0.553241058096785	0.0955621030426506	0.00289750632795674
ATP5MPL	1.22638936141932	1.38011064090434	1.77555188823215	0.549162526812829	0.395441247327806	0.000805955869498046
GMFG	1.15254329995287	1.46127964822161	1.70055209873546	0.548008798782589	0.239272450513851	6.9207786763984e-05
ATP5F1C	0.716635425221627	1.20939772344828	1.26374447514843	0.547109049926799	0.0543467517001484	0.134023459938436
PTEN	0.729480757163234	1.16580967564384	1.27647773460221	0.546996977438977	0.110668058958369	0.0590493643967661
MRPS6	0.15606803055587	0.672506946995566	0.702955665608208	0.546887635052338	0.0304487186126416	0.000237045790877058
RHOC	0.165960939931276	0.399678614727898	0.71236984869721	0.546408908765934	0.312691233969312	0.000101719370343133
DNAJC19	0.137778198026684	0.627685730613378	0.682634366845908	0.544856168819223	0.0549486362325297	0.000871409111208625
TRIM22	0.83820486675537	1.20897639444673	1.3816347142182	0.543429847462826	0.172658319771461	0.00810320347137134
ARGLU1	1.52513541575961	1.80424683234977	2.06839331928444	0.543257903524829	0.264146486934676	0.000329956471824168
MYDGF	0.889058193022039	1.14276695986083	1.43191685910021	0.542858666078167	0.289149899239381	0.000353071302337629
JPT1	0.231765004623949	0.499256128506584	0.772410172329733	0.540645167705784	0.27315404382315	0.000138840636512961
OSTC	1.36373027592421	1.56580827350696	1.90414985493215	0.540419579007939	0.338341581425195	0.000687001221322149
ZNF428	0.314606491144932	0.482977559237149	0.854449913882974	0.539843422738041	0.371472354645824	3.66965533090197e-05
WSB1	0.255718764754937	0.587975596891932	0.794841267100921	0.539122502345984	0.206865670208989	0.00545121558230187
MS4A4E	0.0249238745882854	0.127423235282176	0.563471035567097	0.538547160978812	0.436047800284921	9.52696405796553e-07
SMIM24	0.0377977686893727	0.109691083973251	0.575469470732999	0.537671702043626	0.465778386759748	0.000233754367296757
FAM214A	0.408760529026396	0.835151259218155	0.946139497233377	0.537378968206981	0.110988238015222	0.0303715507941998
HDDC2	0.26691520130951	0.402599480826943	0.803582516457023	0.536667315147513	0.40098303563008	0.000113067519615559
FEZ2	0.21736655096496	0.635881654077716	0.753213209843217	0.535846658878257	0.117331555765501	0.0188249750352217
ISG15	0.111221993409072	0.276766731967157	0.646824511553817	0.535602518144745	0.37005777958666	0.000126508023413808
ZNHIT1	0.60578136927155	0.851370593451601	1.13981037871802	0.534029009446474	0.288439785266423	0.00327739411924152
GPX4	0.903830563572684	1.02815633673584	1.43727993371215	0.533449370139463	0.409123596976309	9.21635111240842e-05
BUB3	0.251815432920402	0.789029764990289	0.783598843245973	0.531783410325571	-0.00543092174431636	0.000238176030051923
MIS18BP1	1.07338849708963	1.24256409446165	1.60481812536824	0.531429628278615	0.362254030906595	0.000583485736896945
MARCHF7	0.164920894543037	0.794523802137098	0.69588053275334	0.530959638210302	-0.0986432693837579	0.00185114124164696
TMBIM4	0.359968937852068	0.811647819899748	0.889910651253287	0.529941713401219	0.078262831353539	0.00381786361319108
UPF3A	0.530518758125504	0.625538413313493	1.06007266912842	0.529553911002914	0.434534255814924	0.0128889100617582
MGST2	0.387083377993094	0.705958307750026	0.916323738943547	0.529240360950453	0.210365431193521	0.00082409481105256
SCPEP1	0.235812940621132	0.413080119924349	0.764871925617043	0.529058984995912	0.351791805692694	3.47089777319916e-05
MAGOH	0.483864338912387	0.65800420245254	1.01256049274915	0.528696153836758	0.354556290296605	7.5037624910771e-06
CAPRIN1	0.489071733776076	1.00970724127238	1.01680835066522	0.527736616889145	0.00710110939283704	0.0787253877339219
ZC3H13	0.526908796811165	1.13281413087992	1.05326312677462	0.526354329963459	-0.0795510041052949	0.0276990329661317
RAP1B	0.742558571007046	1.11704079030058	1.26888992403168	0.526331353024638	0.151849133731105	0.183809739230291
SMDT1	0.762783586470796	1.05379671647391	1.28722150528398	0.524437918813186	0.233424788810077	0.000220109067451251
PRDX2	0.523926881849957	0.624513766802984	1.0482529222991	0.524326040449142	0.423739155496114	9.50844992023953e-05
STX7	0.66384609058461	1.37711827524365	1.18747660148069	0.523630510896084	-0.189641673762959	0.00747598993395313
NDUFAB1	0.481467630598648	0.879784673714713	1.00474770451376	0.523280073915109	0.124963030799044	0.00167191137493666
ATP5F1E	2.76004725061821	2.83758282723403	3.28328230258183	0.52323505196362	0.445699475347804	8.28517583646141e-06
CAPZA1	0.625030843089398	1.17355582897655	1.14571958936676	0.520688746277358	-0.0278362396097942	0.0233156266732072
FHIT	0.116578300875338	0.112512808924664	0.636617861123123	0.520039560247786	0.524105052198459	7.02735326894287e-05
NCBP2	0.312745877533493	0.533370163808634	0.832511598781447	0.519765721247953	0.299141434972812	0.000966230550461685
DYNLRB1	0.294857047644625	0.841285928376319	0.814215404429605	0.51935835678498	-0.0270705239467138	1.32126538116129e-05
